team_abbreviation,age,player_height,player_weight,college,country,draft_year,gp,pts,reb,ast,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
ATL,32,185.42,83.91452,Oklahoma,USA,1989,48,13.3,4.7,5.8,0.03,0.118,0.214,0.463,0.308
NJN,25,205.74,99.79024,Washington State,USA,1996,22,5.5,3.1,0.6,0.077,0.128,0.143,0.545,0.053
CHI,34,205.74,111.13004,Seton Hall,USA,1988,45,9,5.2,1.1,0.088,0.148,0.184,0.513,0.085
MIN,23,210.82,99.79024,None,USA,1995,47,20.8,10.4,4.3,0.097,0.219,0.278,0.493,0.206
TOR,36,213.36,111.13004,Michigan State,USA,1984,42,12,8.3,1.6,0.102,0.231,0.228,0.489,0.107
LAL,20,200.66,97.52228,None,USA,1996,50,19.9,5.3,3.8,0.033,0.128,0.254,0.549,0.176
NYK,26,205.74,104.32616,Texas Christian,USA,1995,50,8.1,5.7,1.1,0.087,0.199,0.2,0.489,0.091
ATL,29,203.2,108.86208,Notre Dame,USA,1992,20,10.2,5.5,0.9,0.053,0.18,0.216,0.47,0.065
LAC,26,200.66,107.047712,California,USA,1994,50,12.2,3.9,1.2,0.049,0.13,0.254,0.473,0.089
PHI,20,195.58,83.91452,Saint Louis,USA,1998,50,9.1,3.8,1.5,0.093,0.126,0.246,0.474,0.15
NYK,30,200.66,106.59412,Nevada-Las Vegas,USA,1991,49,12,5.8,2.4,0.07,0.131,0.182,0.554,0.135
NYK,28,195.58,86.18248,Alabama,USA,1992,37,16.4,4.2,2.5,0.04,0.11,0.263,0.503,0.148
SAC,28,205.74,104.32616,Ohio State,USA,1994,47,8.9,4.7,0.6,0.119,0.147,0.189,0.597,0.057
DET,28,187.96,88.45044,Jackson State,USA,1993,49,11.9,3.4,3.9,0.018,0.1,0.179,0.517,0.191
LAC,23,210.82,118.841104,Memphis,USA,1996,48,6.6,7.5,0.7,0.141,0.237,0.143,0.512,0.049
DET,31,205.74,108.86208,Michigan,USA,1990,37,3.4,3.9,0.3,0.09,0.259,0.181,0.394,0.043
PHX,30,218.44,117.93392,New Mexico,USA,1991,39,8.7,5.7,1.2,0.072,0.202,0.188,0.524,0.082
NJN,28,195.58,92.98636,Long Beach State,USA,1993,36,5.4,1.9,0.9,0.039,0.089,0.167,0.477,0.091
SAS,24,200.66,113.398,Drexel,USA,1996,47,6,3.9,0.6,0.174,0.167,0.24,0.535,0.091
MIN,29,203.2,90.7184,St. John's (NY),USA,1992,31,8.1,3,1.2,0.032,0.112,0.176,0.487,0.084
NYK,25,210.82,102.0582,Massachusetts,USA,1996,46,7.2,5.5,0.3,0.136,0.19,0.181,0.537,0.025
SAS,35,195.58,95.25432,American International,USA,1985,47,9.7,2.9,1.9,0.034,0.082,0.161,0.593,0.112
GSW,34,160.02,63.956472,Wake Forest,USA,1987,36,5.1,2,3.7,0.025,0.091,0.138,0.539,0.338
PHI,21,208.28,108.86208,Kentucky,USA,1998,26,1.6,1.4,0.1,0.175,0.165,0.227,0.41,0.031
TOR,32,185.42,79.3786,Dayton,USA,1990,6,1.3,1,1.3,0.02,0.125,0.138,0.41,0.25
IND,32,223.52,120.20188,Marist,USA,1988,49,14.9,5.6,1.1,0.072,0.179,0.288,0.527,0.077
LAL,28,208.28,106.59412,Alabama,USA,1992,38,4.9,4,1.5,0.091,0.148,0.13,0.565,0.112
MIL,22,203.2,128.820128,Michigan,USA,1998,49,5.3,3.7,0.8,0.129,0.158,0.167,0.548,0.072
WAS,32,190.5,83.91452,DePaul,USA,1988,44,15.7,4.8,9.9,0.039,0.112,0.236,0.488,0.438
LAC,28,200.66,115.66596,Wake Forest,USA,1993,47,7.4,3.8,1.6,0.073,0.148,0.192,0.51,0.148
CHI,35,198.12,97.975872,Miami (OH),USA,1986,35,11.2,5.1,3.3,0.05,0.149,0.214,0.451,0.197
BOS,23,200.66,95.25432,Kentucky,USA,1997,41,17,3.8,2.5,0.026,0.091,0.246,0.463,0.12
ATL,23,203.2,99.79024,Duke,USA,1998,34,4.8,1.5,0.4,0.042,0.131,0.276,0.443,0.09
LAL,23,198.12,102.965384,Cincinnati,USA,1998,24,2.7,1.3,0.1,0.13,0.107,0.229,0.503,0.024
CHH,19,200.66,88.45044,Iowa,USA,1998,46,4.5,1.8,1.3,0.09,0.091,0.233,0.462,0.186
CLE,23,210.82,97.52228,South Carolina,USA,1998,18,2.6,1.9,0.3,0.117,0.094,0.14,0.513,0.045
MIN,35,200.66,97.52228,Mercer,USA,1985,50,11.2,3.6,2,0.042,0.115,0.208,0.472,0.124
IND,38,205.74,117.93392,North Carolina,USA,1984,48,5,2.9,0.5,0.054,0.167,0.154,0.526,0.057
DAL,23,205.74,117.026736,Louisville,USA,1996,39,5.9,3.7,0.2,0.088,0.188,0.221,0.491,0.021
SAC,24,210.82,120.20188,Kansas,USA,1997,16,5.1,5.1,0.3,0.152,0.183,0.123,0.576,0.024
NJN,28,200.66,98.883056,Connecticut,USA,1993,32,6.6,3.7,1.4,0.048,0.145,0.155,0.468,0.111
HOU,33,200.66,103.418976,Central Arkansas,USA,1987,50,14.5,6.5,5.9,0.04,0.141,0.199,0.53,0.248
SAS,31,203.2,99.79024,Arizona,USA,1989,50,11.2,4.3,2.3,0.027,0.124,0.198,0.493,0.132
TOR,23,208.28,113.398,California,New Zealand,1998,8,1.4,0.1,0,0,0.056,0.204,0.619,0
LAL,29,208.28,117.93392,Arizona,USA,1992,36,2.7,2,0.3,0.111,0.156,0.172,0.489,0.051
MIL,29,190.5,83.91452,Florida State,USA,1993,8,15.9,1.9,4.5,0.028,0.057,0.296,0.552,0.33
LAL,29,200.66,109.769264,North Carolina,Canada,1991,44,9,2,2,0.033,0.078,0.202,0.534,0.16
ORL,31,198.12,103.418976,Illinois,USA,1989,47,14.9,5.9,1.9,0.037,0.162,0.23,0.493,0.107
DEN,27,185.42,86.18248,Cincinnati,USA,1993,50,16.5,2.3,7.4,0.009,0.065,0.242,0.488,0.375
SEA,34,213.36,113.398,Virginia,USA,1987,48,7.7,8.9,0.9,0.137,0.196,0.139,0.461,0.047
HOU,25,205.74,106.59412,Georgetown,USA,1996,41,9.8,6,0.4,0.104,0.205,0.218,0.559,0.031
WAS,36,208.28,111.583632,Providence,USA,1984,49,11.3,6.8,2.1,0.074,0.186,0.175,0.569,0.111
MIA,29,210.82,108.86208,Louisiana Tech,USA,1992,50,11.4,6.9,1.3,0.092,0.162,0.187,0.527,0.075
PHX,22,205.74,107.954896,Notre Dame,USA,1998,39,5.6,1.9,0.5,0.058,0.107,0.185,0.557,0.055
NYK,36,213.36,115.66596,Georgetown,Jamaica,1985,38,17.3,9.9,1.1,0.068,0.246,0.28,0.491,0.068
BOS,21,200.66,99.79024,Kansas,USA,1998,48,16.5,6.4,2.4,0.079,0.134,0.232,0.54,0.121
SAC,22,205.74,103.872568,None,Serbia and Montenegro,1996,48,8.4,3,1.5,0.045,0.108,0.195,0.496,0.115
VAN,30,208.28,108.86208,North Carolina,USA,1991,46,3.6,2.5,0.7,0.049,0.148,0.138,0.462,0.072
BOS,29,203.2,110.222856,Murray State,USA,1992,18,3,2.9,0.8,0.145,0.14,0.134,0.462,0.105
WAS,23,210.82,97.52228,Florida State,USA,1999,27,4.2,2,0.3,0.116,0.101,0.238,0.467,0.056
CHI,31,187.96,86.636072,New Mexico State,USA,1991,39,8.8,3.4,3.8,0.025,0.111,0.182,0.471,0.256
SEA,19,208.28,97.52228,None,USA,1998,20,2.4,1.3,0.2,0.085,0.085,0.22,0.404,0.047
POR,24,210.82,102.0582,North Carolina,USA,1995,49,12.8,4.9,1.2,0.05,0.145,0.206,0.566,0.076
MIL,23,195.58,92.98636,Connecticut,USA,1996,50,17.1,4.2,3.6,0.04,0.109,0.241,0.564,0.183
IND,33,200.66,83.91452,UCLA,USA,1987,50,18.4,2.7,2.2,0.017,0.069,0.228,0.59,0.109
PHX,31,193.04,88.45044,Kentucky,USA,1988,38,12.1,2.7,2.9,0.011,0.091,0.215,0.46,0.149
MIA,29,193.04,88.45044,Kansas,USA,1993,33,3.1,1.5,1.8,0.026,0.086,0.134,0.476,0.191
NJN,25,195.58,81.192968,Villanova,USA,1996,46,12.9,4.2,2.5,0.034,0.104,0.203,0.446,0.13
DEN,24,210.82,99.79024,Nevada-Las Vegas,USA,1998,28,3.3,3.4,0.4,0.106,0.181,0.133,0.483,0.044
BOS,28,185.42,76.203456,Georgia Tech,USA,1991,34,12.1,3,5.7,0.025,0.092,0.205,0.513,0.316
NJN,31,195.58,97.975872,Illinois,USA,1990,50,11.7,4.9,2.4,0.039,0.132,0.2,0.441,0.135
NJN,31,185.42,86.18248,Providence,USA,1991,15,7.9,2.3,4.4,0.008,0.089,0.171,0.474,0.289
LAC,28,200.66,97.52228,Nebraska,USA,1994,49,10.5,2.9,1.1,0.035,0.098,0.188,0.555,0.074
BOS,29,213.36,111.13004,Michigan,USA,1993,35,2.2,2.8,0.4,0.121,0.201,0.126,0.577,0.06
PHI,26,190.5,92.532768,Michigan State,USA,1995,48,8.6,3.4,6.3,0.017,0.096,0.14,0.499,0.296
DEN,25,193.04,86.18248,Alabama,USA,1997,38,5.4,2.3,0.8,0.05,0.083,0.139,0.517,0.069
DEN,26,203.2,99.79024,Providence,USA,1995,38,7.3,2.1,1,0.049,0.073,0.196,0.494,0.094
GSW,23,210.82,120.20188,Mississippi State,USA,1996,50,8.8,7.6,1.1,0.123,0.171,0.193,0.439,0.064
MIL,31,210.82,111.13004,New Orleans,USA,1993,50,5.1,6.4,0.4,0.138,0.226,0.13,0.544,0.031
VAN,24,198.12,88.45044,St. John's (NY),Dominican Republic,1998,47,9.3,3.5,1.3,0.065,0.097,0.196,0.498,0.093
GSW,31,213.36,120.20188,Louisville,USA,1990,26,1.6,1.8,0,0.113,0.178,0.139,0.473,0
DET,27,213.36,122.46984,North Carolina,USA,1994,46,2.1,3,0.3,0.098,0.201,0.094,0.505,0.042
DAL,24,203.2,113.398,Ohio,USA,1995,45,16,7.8,1.7,0.106,0.186,0.261,0.51,0.106
PHI,28,203.2,103.418976,North Carolina,USA,1993,43,8.3,6.5,1.8,0.095,0.15,0.16,0.461,0.1
PHX,32,203.2,102.0582,Florida State,USA,1989,48,8.9,3.4,1.6,0.032,0.125,0.153,0.591,0.101
LAL,32,203.2,99.79024,Michigan,USA,1989,27,17.5,3.7,2.6,0.011,0.108,0.224,0.542,0.118
MIL,26,200.66,104.32616,Purdue,USA,1994,47,18.4,5.9,2.1,0.058,0.153,0.283,0.523,0.118
DET,26,203.2,102.0582,Duke,USA,1994,50,21.1,7.1,6,0.044,0.193,0.295,0.543,0.324
ATL,33,205.74,112.490816,Eastern Michigan,USA,1988,50,9.8,5.9,1.1,0.088,0.168,0.186,0.529,0.078
POR,31,185.42,81.64656,Nevada-Las Vegas,USA,1991,50,6.4,1.3,2,0.021,0.068,0.199,0.55,0.223
UTA,30,210.82,113.398,Texas-El Paso,USA,1990,42,2.8,2,0.6,0.076,0.14,0.18,0.401,0.103
SEA,30,193.04,81.64656,Oregon State,USA,1990,50,21.7,4.9,8.7,0.035,0.108,0.269,0.519,0.398
NJN,30,182.88,68.945984,Memphis,USA,1991,35,2.8,1,1.3,0.024,0.096,0.211,0.449,0.305
CHH,31,193.04,86.18248,Washington,USA,1992,44,5,1.8,2.1,0.035,0.095,0.172,0.552,0.232
CHH,30,213.36,115.66596,Clemson,USA,1990,49,12.6,8.1,1.4,0.104,0.214,0.214,0.528,0.091
TOR,30,187.96,83.91452,Jacksonville,USA,1990,49,11.2,2.1,2.9,0.013,0.075,0.194,0.529,0.187
MIL,35,195.58,92.98636,Virginia Tech,USA,1986,42,10.1,2,1.1,0.026,0.088,0.222,0.603,0.105
LAL,38,200.66,95.25432,Southeastern Oklahoma State,USA,1986,23,2.1,11.2,1.3,0.114,0.348,0.065,0.388,0.063
MIN,30,203.2,103.872568,Georgia Tech,USA,1990,36,6.5,1.6,1.1,0.013,0.084,0.157,0.516,0.091
CLE,24,195.58,88.45044,Kentucky,USA,1997,38,10.8,2.9,3.8,0.027,0.12,0.236,0.529,0.305
LAL,24,185.42,90.7184,Arkansas-Little Rock,USA,1996,50,5.9,1.8,3.9,0.023,0.074,0.149,0.497,0.256
LAL,37,193.04,93.439952,Illinois,USA,1983,45,6.9,1.5,4.2,0.014,0.052,0.143,0.506,0.255
ORL,31,205.74,108.86208,Xavier,USA,1990,44,5.1,3.7,0.4,0.107,0.181,0.165,0.499,0.042
CHH,32,208.28,117.93392,Syracuse,USA,1990,37,13.1,8.9,2.1,0.078,0.242,0.234,0.496,0.128
SEA,36,208.28,106.59412,Washington,USA,1985,50,15,7.4,3.7,0.05,0.193,0.196,0.573,0.177
CHI,27,205.74,119.748288,Providence,USA,1994,50,9.1,6.8,1.3,0.086,0.2,0.162,0.528,0.082
ATL,33,218.44,118.387512,Georgetown,Congo,1991,50,10.8,12.2,1.1,0.127,0.265,0.144,0.584,0.056
DAL,21,213.36,107.501304,None,Germany,1998,47,8.2,3.4,1,0.052,0.139,0.223,0.492,0.082
ORL,39,203.2,104.32616,Georgia,USA,1982,27,5,2.6,0.6,0.133,0.182,0.301,0.445,0.131
SEA,29,208.28,106.59412,UCLA,USA,1992,17,10.9,3.8,0.9,0.058,0.144,0.271,0.476,0.078
DET,25,203.2,113.398,Georgetown,USA,1995,47,5.1,3.6,0.7,0.084,0.135,0.123,0.58,0.057
GSW,26,205.74,104.32616,Connecticut,USA,1994,48,11,7.1,1.4,0.095,0.195,0.218,0.484,0.094
TOR,29,198.12,92.98636,Pepperdine,USA,1992,50,15.2,4.1,3.7,0.038,0.1,0.226,0.501,0.198
PHI,29,190.5,86.18248,La Salle,USA,1991,24,3.8,0.9,1,0.028,0.065,0.198,0.496,0.174
SEA,26,195.58,86.636072,Georgia Tech,USA,1996,17,2.2,1.2,1.7,0.02,0.093,0.12,0.49,0.238
MIA,31,213.36,115.66596,Temple,USA,1990,19,2.3,1.8,0.1,0.123,0.169,0.2,0.546,0.029
ATL,23,190.5,95.25432,California,USA,1997,30,4.9,0.9,0.4,0.022,0.079,0.304,0.368,0.083
CHH,27,198.12,90.7184,Temple,USA,1994,50,15.6,3.9,3.7,0.032,0.086,0.199,0.546,0.17
BOS,27,198.12,95.25432,Louisville,USA,1994,44,4.9,2.7,1.1,0.044,0.129,0.152,0.475,0.101
VAN,25,182.88,74.84268,Louisville,USA,1997,46,4.5,1,2.2,0.021,0.073,0.206,0.479,0.329
UTA,26,218.44,127.00576,Kansas,USA,1995,48,5.7,7.3,0.5,0.105,0.198,0.11,0.523,0.027
PHI,33,205.74,102.0582,Oklahoma,USA,1988,47,3.1,2.3,0.5,0.052,0.113,0.117,0.404,0.048
DET,26,205.74,93.439952,Georgetown,USA,1996,50,7.1,7,0.5,0.167,0.21,0.149,0.558,0.036
DET,24,198.12,98.883056,North Carolina,USA,1995,42,14.5,2.5,2.8,0.026,0.083,0.279,0.509,0.198
POR,28,198.12,99.79024,Ohio State,USA,1992,49,8.4,3.2,2.6,0.037,0.118,0.192,0.499,0.188
NJN,26,215.9,108.86208,Marquette,USA,1994,22,2.2,2.5,0.1,0.118,0.099,0.107,0.447,0.013
DET,36,190.5,88.45044,McNeese State,USA,1985,38,11.3,1.8,3.5,0.013,0.063,0.186,0.568,0.2
PHX,37,213.36,122.923432,Arkansas,USA,1985,31,2.2,2.2,0.4,0.084,0.135,0.113,0.429,0.05
MIN,23,208.28,102.0582,Maryland,USA,1995,43,13.7,8.2,1.6,0.109,0.167,0.206,0.486,0.079
UTA,37,185.42,79.3786,Gonzaga,USA,1984,50,11.1,2.9,7.5,0.029,0.092,0.202,0.571,0.457
SAS,37,200.66,102.0582,Longwood,USA,1984,45,3.2,2.9,0.9,0.07,0.139,0.157,0.352,0.099
TOR,23,205.74,120.20188,Minnesota,USA,1997,39,4.3,3.4,0.4,0.133,0.13,0.127,0.586,0.042
CLE,35,200.66,95.25432,Richmond,USA,1986,50,6.1,1.5,0.8,0.022,0.084,0.176,0.526,0.087
DEN,25,205.74,99.79024,Tennessee-Chattanooga,USA,1997,36,5.8,2.8,0.7,0.046,0.117,0.154,0.497,0.055
SAC,29,195.58,95.25432,Georgia Tech,USA,1992,43,5,2.2,2.6,0.038,0.099,0.133,0.609,0.226
DET,31,198.12,103.418976,Arizona,USA,1990,50,5.5,2.7,1.1,0.032,0.122,0.119,0.553,0.097
WAS,26,205.74,113.398,Michigan,USA,1994,36,19,8.2,3,0.074,0.17,0.248,0.511,0.144
UTA,35,205.74,116.119552,Louisiana Tech,USA,1985,49,23.8,9.4,4.1,0.079,0.218,0.305,0.577,0.22
CHI,24,198.12,102.511792,Maryland,USA,1997,39,3.1,2.4,1,0.067,0.194,0.227,0.354,0.172
NJN,23,208.28,113.398,Utah,USA,1997,42,21.8,8.5,1.5,0.076,0.18,0.283,0.519,0.082
POR,24,210.82,115.66596,Iowa State,USA,1997,43,3.5,3.5,0.4,0.104,0.195,0.154,0.476,0.059
TOR,25,205.74,102.0582,Syracuse,USA,1996,48,8.6,3.6,1,0.078,0.16,0.276,0.489,0.113
SAC,23,215.9,136.0776,Florida A&M,USA,1998,16,1.5,1.1,0.1,0.118,0.268,0.338,0.41,0.053
POR,20,210.82,102.511792,None,USA,1996,36,2.5,2.7,0.4,0.148,0.188,0.164,0.457,0.07
PHI,24,205.74,115.212368,Tulane,USA,1997,16,1.9,0.8,0.2,0.029,0.11,0.2,0.412,0.067
MIL,33,190.5,81.64656,Oral Roberts,USA,1989,29,6.9,3.5,5.9,0.022,0.129,0.147,0.524,0.323
NYK,41,210.82,117.93392,Ohio State,USA,1981,6,1.7,1,0,0.088,0.103,0.138,0.563,0
SEA,32,190.5,90.7184,Bradley,USA,1988,50,10.3,4,2.5,0.036,0.107,0.15,0.554,0.119
VAN,22,205.74,104.32616,California,USA,1996,50,23,7.5,3.4,0.066,0.154,0.288,0.53,0.174
UTA,26,187.96,81.64656,Boston College,USA,1994,50,7.4,1.9,3.7,0.015,0.091,0.213,0.527,0.35
DAL,29,195.58,83.007336,North Carolina,USA,1992,50,9.1,1.7,1.8,0.002,0.072,0.162,0.545,0.108
ORL,29,208.28,122.46984,Arizona State,USA,1991,49,9.7,4.8,1.8,0.074,0.137,0.233,0.457,0.128
POR,28,195.58,97.52228,Nevada-Las Vegas,USA,1993,47,13.9,4.2,2.2,0.05,0.11,0.253,0.486,0.141
VAN,22,203.2,105.686936,UCLA,USA,1998,30,3.2,1.6,0.7,0.069,0.097,0.189,0.419,0.128
LAL,31,208.28,112.037224,North Carolina,USA,1989,41,9,5.2,1.2,0.055,0.181,0.18,0.547,0.081
UTA,24,185.42,86.18248,Kansas,USA,1997,19,2.3,0.6,0.6,0.012,0.133,0.276,0.542,0.316
WAS,23,205.74,131.54168,Georgetown,USA,1998,20,2.5,2.9,0.1,0.139,0.191,0.147,0.517,0.008
IND,26,203.2,95.25432,Michigan,USA,1994,49,11.1,3.1,1.9,0.033,0.118,0.244,0.479,0.147
MIA,26,203.2,109.315672,Kentucky,USA,1993,24,14.8,6.1,3.1,0.037,0.162,0.234,0.519,0.164
MIN,28,187.96,81.64656,Alabama,USA,1993,31,5.9,2,1.8,0.037,0.115,0.213,0.451,0.204
NJN,24,203.2,115.66596,Michigan State,USA,1996,28,6.3,10.3,0.9,0.139,0.253,0.101,0.552,0.042
GSW,26,203.2,116.119552,Alabama,USA,1995,35,8.8,5.9,0.5,0.096,0.162,0.208,0.481,0.037
PHX,26,193.04,96.161504,California,USA,1994,50,16.9,6.8,10.8,0.048,0.146,0.213,0.527,0.431
VAN,25,200.66,102.0582,Texas Tech,USA,1996,6,1.8,1.2,0.3,0.061,0.192,0.177,0.463,0.1
SAC,23,185.42,86.18248,Florida,USA,1998,50,12.8,3.1,6,0.008,0.08,0.186,0.483,0.243
NJN,31,205.74,108.86208,St. John's (NY),USA,1990,30,8.1,12,1.1,0.15,0.239,0.13,0.474,0.054
UTA,36,193.04,86.18248,Iowa State,USA,1986,48,12.2,3.3,4,0.03,0.099,0.196,0.575,0.231
WAS,24,193.04,86.18248,North Carolina,USA,1996,35,3.7,0.6,2.1,0.023,0.035,0.193,0.444,0.317
SEA,21,208.28,111.13004,UCLA,USA,1998,26,5.1,3,0.2,0.096,0.171,0.147,0.704,0.023
HOU,36,213.36,115.66596,Houston,Nigeria,1984,50,18.9,9.6,1.8,0.074,0.226,0.262,0.559,0.097
ORL,33,208.28,111.13004,Clemson,USA,1987,50,8.9,7,1.8,0.081,0.164,0.147,0.455,0.095
LAL,36,205.74,102.0582,Oregon State,USA,1985,82,5,5.9,1,0.089,0.179,0.111,0.482,0.058
LAL,23,193.04,80.739376,Villanova,USA,1999,16,2.3,0.7,1.3,0.006,0.056,0.148,0.388,0.165
TOR,30,198.12,92.98636,Pepperdine,USA,1992,73,12.4,3.9,4.4,0.03,0.112,0.194,0.526,0.227
BOS,30,190.5,86.18248,La Salle,USA,1991,48,3.2,0.7,1.1,0.035,0.05,0.185,0.466,0.205
VAN,33,198.12,99.79024,Villanova,USA,1989,38,4,1.9,1.1,0.038,0.109,0.144,0.467,0.123
ATL,27,195.58,86.636072,Georgia Tech,USA,1996,16,2.6,0.8,2.1,0,0.078,0.132,0.582,0.33
MIA,32,213.36,115.66596,Temple,USA,1990,25,2.6,1.9,0.1,0.064,0.2,0.154,0.614,0.017
CHH,28,198.12,90.7184,Temple,USA,1994,72,20.1,4.8,4.2,0.033,0.103,0.236,0.555,0.191
CHH,31,213.36,115.66596,Clemson,USA,1990,78,12.7,7.6,1.7,0.076,0.187,0.2,0.5,0.087
NJN,31,182.88,68.945984,Memphis,USA,1991,60,5.3,1,2.3,0.018,0.068,0.219,0.493,0.307
CHI,21,203.2,117.93392,Duke,USA,1999,81,20.1,10,1.9,0.131,0.184,0.269,0.528,0.118
LAC,32,185.42,86.18248,Providence,USA,1991,40,5.6,1.9,2.7,0.023,0.1,0.19,0.468,0.26
LAC,29,200.66,97.52228,Nebraska,USA,1994,75,8.7,3,1.1,0.045,0.1,0.173,0.53,0.079
PHI,27,190.5,92.532768,Michigan State,USA,1995,82,7.9,3.2,7.6,0.016,0.086,0.129,0.482,0.327
BOS,27,203.2,99.79024,Providence,USA,1995,68,7.2,2.3,1.4,0.044,0.089,0.166,0.531,0.105
GSW,24,210.82,120.20188,Mississippi State,USA,1996,21,8,6.4,0.9,0.093,0.182,0.19,0.427,0.064
MIL,32,210.82,111.13004,New Orleans,USA,1993,80,4.8,8.1,0.6,0.128,0.22,0.089,0.55,0.028
NJN,25,210.82,115.66596,Northwestern,USA,1999,31,2.9,3.5,0.7,0.118,0.218,0.128,0.534,0.088
GSW,27,205.74,104.32616,Connecticut,USA,1994,64,14.2,10,2.6,0.09,0.231,0.22,0.478,0.137
VAN,25,198.12,88.45044,St. John's (NY),Dominican Republic,1998,65,4.5,1.9,0.7,0.09,0.102,0.21,0.473,0.1
CLE,27,200.66,104.32616,Connecticut,USA,1995,6,1.8,0.2,0,0,0.029,0.203,0.403,0
PHX,30,208.28,106.59412,UCLA,USA,1992,16,2.6,1.4,0.5,0.043,0.138,0.179,0.407,0.1
MIN,33,210.82,113.398,Indiana,USA,1988,56,2,2.5,0.3,0.077,0.183,0.105,0.477,0.043
TOR,31,187.96,92.98636,Jacksonville,USA,1990,38,6.9,1.4,2.3,0.014,0.075,0.197,0.498,0.214
TOR,36,195.58,92.98636,Virginia Tech,USA,1986,67,7.6,1.5,1.3,0.011,0.099,0.207,0.542,0.141
VAN,31,203.2,103.872568,Georgia Tech,USA,1990,66,5.6,1.6,1,0.015,0.091,0.14,0.515,0.089
LAC,25,195.58,88.45044,Kentucky,USA,1997,64,16.9,4,3.4,0.04,0.098,0.235,0.542,0.179
LAL,25,185.42,90.7184,Arkansas-Little Rock,USA,1996,78,6.3,1.8,2.8,0.013,0.07,0.153,0.449,0.176
ORL,32,205.74,108.86208,Xavier,USA,1990,20,2.7,2.2,0.2,0.076,0.236,0.177,0.499,0.04
CHH,33,208.28,122.46984,Syracuse,USA,1990,74,16.7,8.5,2.4,0.061,0.233,0.253,0.541,0.137
SAS,24,193.04,83.460928,Eastern Michigan,USA,1998,8,5,3.3,0.6,0.156,0.15,0.256,0.415,0.089
IND,33,208.28,109.315672,Alabama,USA,1987,32,4.3,4.2,1.1,0.058,0.178,0.115,0.524,0.09
POR,37,208.28,106.59412,Washington,USA,1985,77,7.5,4.3,2.6,0.061,0.168,0.176,0.544,0.192
LAL,22,203.2,99.79024,Augsburg,USA,1999,49,3.2,1.5,0.2,0.088,0.135,0.227,0.478,0.061
HOU,28,200.66,108.86208,Clemson,USA,1995,21,2.3,1.2,0.2,0.096,0.132,0.18,0.492,0.069
CHI,28,205.74,115.66596,Providence,USA,1994,69,4.2,5.4,1.4,0.085,0.177,0.128,0.439,0.105
ATL,34,218.44,118.387512,Georgetown,Congo,1991,82,11.5,14.1,1.3,0.114,0.308,0.141,0.621,0.054
ATL,21,195.58,103.418976,Georgia Tech,USA,1999,30,6.5,1.3,0.9,0.037,0.059,0.224,0.483,0.108
DAL,22,213.36,107.501304,None,Germany,1998,82,17.5,6.5,2.5,0.038,0.156,0.212,0.564,0.107
WAS,26,203.2,113.398,Georgetown,USA,1995,38,3.8,2.7,0.3,0.068,0.173,0.135,0.567,0.034
SAS,32,213.36,120.20188,Louisville,USA,1990,26,1.9,1.5,0.1,0.116,0.185,0.169,0.541,0.035
CHI,27,193.04,92.079176,Iowa State,USA,1995,31,9,3.5,2.7,0.01,0.146,0.167,0.53,0.194
IND,27,203.2,95.25432,Michigan,USA,1994,80,18.2,4.8,4,0.016,0.123,0.232,0.547,0.18
MIA,27,203.2,109.315672,Kentucky,USA,1993,76,17.5,5,3.9,0.028,0.125,0.238,0.526,0.178
DEN,23,203.2,97.52228,Xavier,USA,1999,81,8.2,3.9,1.8,0.045,0.125,0.148,0.55,0.106
NJN,25,203.2,115.66596,Michigan State,USA,1996,81,5.7,9.3,0.8,0.126,0.256,0.107,0.477,0.046
GSW,27,203.2,116.119552,Alabama,USA,1995,71,12,6.8,1.7,0.088,0.156,0.195,0.515,0.09
PHX,27,193.04,96.161504,California,USA,1994,67,14.3,7.2,10.1,0.041,0.164,0.199,0.498,0.395
ATL,22,187.96,78.017824,Arizona,USA,1999,81,8.1,2,4.3,0.014,0.083,0.191,0.497,0.3
SAC,24,185.42,86.18248,Florida,USA,1998,81,12.3,2.8,7.3,0.008,0.077,0.199,0.477,0.297
IND,23,210.82,107.954896,Texas State,USA,1999,19,2.3,1.7,0.3,0.15,0.247,0.167,0.632,0.088
UTA,37,193.04,86.18248,Iowa State,USA,1986,77,12.4,2.4,2.6,0.028,0.074,0.196,0.59,0.151
LAC,25,193.04,86.18248,North Carolina,USA,1996,25,7.2,2.9,3.6,0.031,0.107,0.162,0.465,0.245
SEA,22,208.28,111.13004,UCLA,USA,1998,58,4.3,3.1,0.4,0.08,0.18,0.156,0.574,0.051
POR,21,210.82,102.511792,None,USA,1996,70,3.9,3.3,0.3,0.137,0.173,0.167,0.515,0.036
SAS,38,200.66,111.13004,Longwood,USA,1984,72,4.5,3.1,1,0.051,0.138,0.149,0.431,0.086
DET,27,205.74,93.439952,Georgetown,USA,1996,82,8.4,9.6,0.8,0.153,0.278,0.142,0.593,0.053
DET,25,198.12,98.883056,North Carolina,USA,1995,82,23.6,3.8,4.5,0.043,0.072,0.289,0.545,0.2
ATL,29,198.12,99.79024,Ohio State,USA,1992,79,16.7,5,2.9,0.04,0.116,0.243,0.496,0.142
NJN,27,215.9,119.748288,Marquette,USA,1994,66,2.4,3.5,0.5,0.109,0.131,0.092,0.439,0.048
POR,38,210.82,115.66596,Arkansas,USA,1985,7,1.6,0.9,0.3,0,0.167,0.214,0.446,0.1
